TimeStamp,ReactivePower_kVAr,Power_kW,WindSpeed_mps,ErrorCode,GenState,RunState,RotorSpeed_rpm,RotorSpeedAve,RotorOverSpeed,RotorUnderSpeed
2018-04-01 01:48:22.038,914,-1,6.012678,416,1,3,0.06000442,0.006283185,0,0
2018-04-01 01:50:19.497,915,-1,5.117757,416,1,3,0,0.0001257378,0,0
2018-04-01 01:52:18.188,915,-1,5.005606,416,1,3,0.01500111,0.001570711,0,0
2018-04-01 01:53:08.300,914,-1,4.439127,416,1,3,0.01500111,0.00156985,0,0
2018-04-01 01:55:04.817,914,-1,5.97949,416,1,3,0.03000221,0.003055416,0,0
2018-04-01 01:59:00.166,915,-1,5.918837,416,1,3,0.06000442,0.006315082,0,0
2018-04-01 02:01:10.814,913,-1,6.359431,416,1,3,0.09000664,0.009965523,0,0
2018-04-01 02:02:15.216,914,-1,5.970335,416,1,3,0.3000221,0.03114981,0,0
2018-04-01 02:02:40.823,913,-1,4.864844,416,1,3,0,6.058717E-010,0,0
2018-04-01 02:04:55.597,915,-1,6.120251,416,1,3,0.01500111,0.001580948,0,0
2018-04-01 02:05:03.748,915,-1,5.970335,416,1,3,0,3.513696E-009,0,0
2018-04-01 02:08:12.209,915,-1,4.345287,416,1,3,0.04500332,0.005240293,0,0
2018-04-01 02:08:57.535,914,-1,6.513925,416,1,3,0.01500111,0.001265699,0,0
2018-04-01 02:09:48.708,914,-1,5.54004,416,1,3,-0.01500111,-0.001572183,0,0
2018-04-01 02:11:19.749,915,-1,5.947447,416,1,3,0,1.910801E-014,0,0
2018-04-01 02:12:23.090,916,-1,4.120985,416,1,3,0,4.836199E-016,0,0
2018-04-01 02:12:52.743,916,-1,6.471582,416,1,3,0.04500332,0.0046827,0,0
2018-04-01 02:18:18.732,914,-1,6.560845,416,1,3,0.06000442,0.006284076,0,0
2018-04-01 02:20:48.757,914,-1,4.275478,416,1,3,0.09000664,0.009409713,0,0
2018-04-01 02:25:55.398,914,-1,6.57,416,1,3,0,1.223927E-033,0,0
2018-04-01 02:26:44.369,914,-1,4.958685,416,1,3,0.04500332,0.004753589,0,0
2018-04-01 02:27:35.412,912,-1,4.504358,416,1,3,0.06000442,0.006283185,0,0
2018-04-01 02:28:32.704,913,-1,6.307933,416,1,3,0.09000664,0.009424701,0,0
2018-04-01 02:30:33.298,912,-1,7.06667,416,1,3,0.01500111,0.00157464,0,0
2018-04-01 02:31:29.409,909,-1,6.860678,416,1,3,0.03000221,0.003438613,0,0
2018-04-01 02:32:03.117,910,-1,6.111096,416,1,3,0.06000442,0.006283185,0,0
2018-04-01 02:32:30.667,909,-1,6.227825,416,1,3,0.09000664,0.009277012,0,0
2018-04-01 02:35:06.030,910,-1,5.49312,416,1,3,0.09000664,0.009423003,0,0
2018-04-01 02:35:38.767,910,-1,6.583733,416,1,3,0.1050077,0.01100347,0,0
2018-04-01 02:36:19.766,910,-1,7.089558,416,1,3,0.09000664,0.009424784,0,0
2018-04-01 02:36:53.555,911,-1,4.982718,416,1,3,0.07500553,0.007854387,0,0
2018-04-01 02:38:52.135,911,-1,6.307933,416,1,3,0,8.049253E-007,0,0
2018-04-01 02:41:12.146,911,-1,5.891371,416,1,3,0.01500111,0.001570812,0,0
2018-04-01 02:41:30.583,910,-1,6.948797,416,1,3,0,2.915421E-018,0,0
2018-04-01 02:41:46.856,911,-1,6.438394,416,1,3,0,1.360794E-007,0,0
2018-04-01 02:47:07.878,912,-1,5.741455,416,1,3,0,2.600239E-005,0,0
2018-04-01 02:47:10.942,912,-1,4.884299,416,1,3,0,5.26249E-009,0,0
2018-04-01 02:51:13.431,912,-1,6.059598,416,1,3,-0.01500111,-0.001570612,0,0
2018-04-01 02:51:31.757,910,-1,5.918837,416,1,3,-0.01500111,-0.001048676,0,0
2018-04-01 02:52:31.043,911,-1,5.001028,416,1,3,0,3.349299E-013,0,0
2018-04-01 02:54:21.481,912,-1,6.489892,416,1,3,0,3.173022E-010,0,0
2018-04-01 02:55:13.486,912,-1,7.268085,416,1,3,0.04500332,0.004712388,0,0
2018-04-01 02:58:02.830,911,-1,3.914992,416,1,3,0.1500111,0.01570796,0,0
2018-04-01 03:00:52.864,907,-1,6.747382,416,1,3,0.01500111,0.001570796,0,0
2018-04-01 03:06:01.118,908,-1,6.261012,416,1,3,0.01500111,0.0009118635,0,0
2018-04-01 03:06:28.547,909,-1,7.796797,416,1,3,0,3.096714E-019,0,0
2018-04-01 03:08:11.655,909,-1,5.20702,416,1,3,0,5.884946E-027,0,0
2018-04-01 03:08:21.930,909,-1,6.241558,416,1,3,0,8.213524E-007,0,0
2018-04-01 03:08:35.179,909,-1,5.75061,416,1,3,0,1.724503E-017,0,0
2018-04-01 03:09:11.892,909,-1,5.905104,416,1,3,0.03000221,0.003135101,0,0
2018-04-01 03:09:13.915,909,-1,6.087063,416,1,3,0.01500111,0.001600058,0,0
2018-04-01 03:11:13.547,910,-1,6.518502,416,1,3,0,0.0003357052,0,0
2018-04-01 03:12:28.194,910,-1,7.557618,416,1,3,0.01500111,0.001542908,0,0
2018-04-01 03:15:22.845,908,-1,7.459199,416,1,3,0.06000442,0.006283185,0,0
2018-04-01 03:22:12.985,911,-1,4.448283,416,1,3,0.01500111,0.001570202,0,0
2018-04-01 03:22:32.343,912,-1,6.78057,416,1,3,0.06000442,0.006279207,0,0
2018-04-01 03:24:43.141,910,-1,4.963263,416,1,3,0.01500111,0.0008764067,0,0
2018-04-01 03:27:25.284,911,-1,4.991873,416,1,3,0.01500111,0.001571554,0,0
2018-04-01 03:29:45.335,910,-1,3.123068,416,1,3,0,-4.054122E-005,0,0
2018-04-01 03:30:19.905,910,-1,3.68039,416,1,3,0,1.568746E-006,0,0
2018-04-01 03:32:08.121,911,-1,6.377741,416,1,3,0,5.476845E-006,0,0
2018-04-01 03:35:33.396,911,-1,5.661347,416,1,3,0,-0.0001282362,0,0
2018-04-01 03:35:44.632,911,-1,4.640542,416,1,3,0.04500332,0.004999375,0,0
2018-04-01 03:40:24.004,910,-1,4.973562,416,1,3,0.04500332,0.004691574,0,0
2018-04-01 03:41:34.455,909,-1,3.254673,416,1,3,0,4.499675E-038,0,0
2018-04-01 03:45:03.666,908,-1,5.132634,416,1,3,0,-2.761443E-006,0,0
2018-04-01 03:46:05.004,908,-1,3.783386,416,1,3,0.01500111,0.001064063,0,0
2018-04-01 03:46:54.986,908,-1,5.263095,416,1,3,0.07500553,0.007790716,0,0
2018-04-01 03:48:13.669,907,-1,6.8561,416,1,3,0.1950144,0.0204189,0,0
2018-04-01 03:48:49.671,906,-1,3.709,416,1,3,0.1500111,0.0159757,0,0
2018-04-01 03:50:48.161,908,-1,5.956602,416,1,3,0.03000221,0.003125869,0,0
2018-04-01 03:52:26.383,907,-1,3.254673,416,1,3,0.03000221,0.002933274,0,0
2018-04-01 03:53:32.788,908,-1,6.52308,416,1,3,-0.1200088,-0.01265459,0,0
2018-04-01 03:56:03.985,909,-1,5.586961,416,1,3,0.01500111,0.001570822,0,0
2018-04-01 03:59:19.036,908,-1,3.441211,416,1,3,0,-1.154084E-013,0,0
2018-04-01 04:01:15.553,908,-1,6.115674,416,1,3,0,-5.2263E-021,0,0
2018-04-01 04:01:58.515,907,-1,4.429972,416,1,3,0.01500111,0.00153766,0,0
2018-04-01 04:02:14.959,907,-1,3.418323,416,1,3,0,3.235452E-012,0,0
2018-04-01 04:03:15.115,907,-1,3.647203,416,1,3,0,2.494656E-007,0,0
2018-04-01 04:04:59.415,908,-1,6.597466,416,1,3,0,7.422927E-008,0,0
2018-04-01 04:13:06.145,909,-1,4.593622,416,1,3,0.06000442,0.006437043,0,0
2018-04-01 04:13:25.513,909,-1,4.710351,416,1,3,0.04500332,0.004712389,0,0
2018-04-01 04:16:32.762,909,-1,4.41624,416,1,3,0,9.815296E-014,0,0
2018-04-01 04:19:06.303,912,-1,6.180904,416,1,3,0.04500332,0.004712266,0,0
2018-04-01 04:19:13.393,911,-1,7.337893,416,1,3,0,0.0007972992,0,0
2018-04-01 04:21:41.426,910,-1,6.391474,416,1,3,0.03000221,0.003060989,0,0
2018-04-01 04:24:09.679,910,-1,4.93122,416,1,3,0.1650122,0.01727876,0,0
2018-04-01 04:26:15.410,908,-1,4.106107,416,1,3,0.1500111,0.01571038,0,0
2018-04-01 04:27:07.475,908,-1,6.560845,416,1,3,0.09000664,0.009424779,0,0
2018-04-01 04:28:26.308,909,-1,6.030988,416,1,3,0.06000442,0.006283202,0,0
2018-04-01 04:28:47.769,909,-1,5.356936,416,1,3,0.07500553,0.007841669,0,0
2018-04-01 04:31:35.971,908,-1,4.575311,416,1,3,0.04500332,0.004712389,0,0
2018-04-01 04:31:42.070,908,-1,5.956602,416,1,3,0.04500332,0.004712389,0,0
2018-04-01 04:32:02.449,907,-1,4.752693,416,1,3,0.03000221,0.003141592,0,0
2018-04-01 04:32:12.714,908,-1,5.562928,416,1,3,0.03000221,0.003141593,0,0
2018-04-01 04:37:45.843,908,-1,7.351625,416,1,3,0.1200088,0.01256648,0,0
2018-04-01 04:38:15.445,908,-1,6.158016,416,1,3,0.1500111,0.01555914,0,0
2018-04-01 04:38:27.773,909,-1,6.270167,416,1,3,0.1650122,0.01631342,0,0
2018-04-01 04:42:18.295,908,-1,4.757271,416,1,3,0.06000442,0.006280639,0,0
2018-04-01 04:44:20.891,909,-1,4.410518,416,1,3,0.06000442,0.006286854,0,0
2018-04-01 04:45:07.678,909,-1,4.766426,416,1,3,0.04500332,0.004712389,0,0
2018-04-01 04:46:20.293,909,-1,6.035565,416,1,3,0.09000664,0.009424618,0,0
2018-04-01 04:47:41.059,908,-1,4.584466,416,1,3,0.1650122,0.01774929,0,0
2018-04-01 04:49:34.442,908,-1,4.864844,416,1,3,0.1650122,0.01770126,0,0
2018-04-01 04:50:11.335,908,-1,6.05502,416,1,3,0.07500553,0.008016003,0,0
2018-04-01 04:53:17.963,908,-1,4.476893,416,1,3,0.07500553,0.007853962,0,0
2018-04-01 04:54:27.473,908,-1,4.490625,416,1,3,0.01500111,0.001611336,0,0
2018-04-01 04:54:32.561,908,-1,4.307521,416,1,3,0.01500111,0.001570796,0,0
2018-04-01 04:54:37.608,906,-1,5.553773,416,1,3,0.01500111,0.001570796,0,0
2018-04-01 04:54:40.702,908,-1,5.231052,416,1,3,0.01500111,0.001570796,0,0
2018-04-01 04:55:41.910,907,-1,4.22398,416,1,3,0.01500111,0.001597957,0,0
2018-04-01 04:55:45.916,906,-1,6.500192,416,1,3,0.03000221,0.003141201,0,0
2018-04-01 04:58:14.179,905,-1,5.665925,416,1,3,0.06000442,0.006283185,0,0
2018-04-01 04:58:59.414,904,-1,5.881072,416,1,3,0.1500111,0.0157066,0,0
2018-04-01 04:59:26.083,905,-1,5.834151,416,1,3,0.1500111,0.01570805,0,0
2018-04-01 05:02:00.745,905,-1,6.232402,416,1,3,0.1200088,0.01256911,0,0
2018-04-01 05:02:25.290,905,-1,5.520586,416,1,3,0.1050077,0.0109989,0,0
2018-04-01 05:03:28.611,903,-1,5.937147,416,1,3,0.03000221,0.003141706,0,0
2018-04-01 05:05:33.531,902,-1,6.695884,416,1,3,0.06000442,0.006283369,0,0
2018-04-01 05:07:35.136,902,-1,5.155522,416,1,3,0.09000664,0.009434058,0,0
2018-04-01 05:08:26.079,900,-1,5.923414,416,1,3,0.04500332,0.004712389,0,0
2018-04-01 05:16:03.937,903,-1,5.469088,416,1,3,0.06000442,0.006266513,0,0
2018-04-01 05:16:15.414,903,-1,6.545968,416,1,3,0.06000442,0.006283185,0,0
2018-04-01 05:16:30.816,902,-1,6.8561,416,1,3,0.04500332,0.004750559,0,0
2018-04-01 05:16:45.147,903,-1,6.832068,416,1,3,0.04500332,0.004712389,0,0
2018-04-01 05:18:08.016,905,-1,3.801697,416,1,3,0.1050077,0.01099557,0,0
2018-04-01 05:19:03.205,905,-1,5.413012,416,1,3,0.06000442,0.006283185,0,0
2018-04-01 05:19:40.909,905,-1,6.335398,416,1,3,0.06000442,0.006283185,0,0
2018-04-01 05:19:46.057,904,-1,6.527658,416,1,3,0.07500553,0.00774703,0,0
2018-04-01 05:20:11.493,905,-1,6.092785,416,1,3,0.1050077,0.01063614,0,0
2018-04-01 05:21:07.674,905,-1,4.93122,416,1,3,0.1800133,0.01884956,0,0
2018-04-01 05:23:37.049,907,-1,5.305439,416,1,3,0.1050077,0.01150231,0,0
2018-04-01 05:23:45.201,907,-1,4.916342,416,1,3,0.09000664,0.00943061,0,0
2018-04-01 05:24:04.669,907,-1,4.855689,416,1,3,0.06000442,0.006283385,0,0
2018-04-01 05:28:23.170,907,-1,4.617654,416,1,3,0.03000221,0.003149488,0,0
2018-04-01 05:30:40.197,907,-1,4.860267,416,1,3,0.03000221,0.003134164,0,0
2018-04-01 05:31:14.847,907,-1,4.99645,416,1,3,0.04500332,0.004712389,0,0
2018-04-01 05:33:07.139,907,-1,6.626076,416,1,3,0.1350099,0.01413717,0,0
2018-04-01 05:33:16.532,907,-1,6.251857,416,1,3,0.1050077,0.01128419,0,0
2018-04-01 05:44:53.164,907,-1,6.05502,416,1,3,0.04500332,0.004712389,0,0
2018-04-01 05:45:15.606,908,-1,3.933303,416,1,3,0.06000442,0.006286918,0,0
2018-04-01 05:45:59.449,908,-1,6.706184,416,1,3,0.1050077,0.01099552,0,0
2018-04-01 05:47:19.064,906,-1,7.244052,416,1,3,0.06000442,0.006283224,0,0
2018-04-01 05:47:20.065,907,-1,5.413012,416,1,3,0.06000442,0.006161242,0,0
2018-04-01 05:49:09.242,908,-1,4.575311,416,1,3,0.1950144,0.0211343,0,0
2018-04-01 05:53:23.798,907,-1,6.925909,416,1,3,0.09000664,0.009424779,0,0
2018-04-01 05:55:22.499,906,-1,5.918837,416,1,3,0.07500553,0.007855264,0,0
2018-04-01 05:56:48.242,905,-1,7.187976,416,1,3,0.1200088,0.01256637,0,0
2018-04-01 05:56:50.285,906,-1,7.393968,416,1,3,0.1200088,0.01256637,0,0
2018-04-01 05:57:00.500,906,-1,7.384813,416,1,3,0.1350099,0.01496411,0,0
2018-04-01 06:00:55.438,909,-1,7.403123,416,1,3,0.07500553,0.007883934,0,0
2018-04-01 06:01:12.813,909,-1,7.187976,416,1,3,0.09000664,0.009424779,0,0
2018-04-01 06:01:55.854,909,-1,6.968252,416,1,3,0.07500553,0.007853982,0,0
2018-04-01 06:02:09.053,909,-1,5.019338,416,1,3,0.07500553,0.007854035,0,0
2018-04-01 06:04:11.520,907,-1,7.169666,416,1,3,0.04500332,0.004712389,0,0
2018-04-01 06:04:20.833,907,-1,5.609848,416,1,3,0.04500332,0.004712389,0,0
2018-04-01 06:04:26.912,907,-1,6.869833,416,1,3,0.06000442,0.006280639,0,0
2018-04-01 06:06:25.642,908,-1,5.947447,416,1,3,0.1350099,0.01413867,0,0
2018-04-01 06:07:02.385,907,-1,7.360781,416,1,3,0.1200088,0.01256637,0,0
2018-04-01 06:08:01.620,909,-1,6.326243,416,1,3,0.1650122,0.01727876,0,0
2018-04-01 06:08:14.910,906,-1,5.694534,416,1,3,0.1650122,0.01691594,0,0
2018-04-01 06:11:27.066,906,-1,4.340709,416,1,3,0.1350099,0.01413717,0,0
2018-04-01 06:11:55.717,907,-1,7.37108,416,1,3,0.1200088,0.01256633,0,0
2018-04-01 06:12:31.468,906,-1,6.991139,416,1,3,0.1050077,0.01101402,0,0
2018-04-01 06:12:33.541,906,-1,6.991139,416,1,3,0.1050077,0.01101402,0,0
2018-04-01 06:13:10.394,906,-1,7.118168,416,1,3,0.1650122,0.01727876,0,0
2018-04-01 06:13:46.226,906,-1,5.638459,416,1,3,0.1800133,0.01888501,0,0
2018-04-01 06:14:28.136,905,-1,6.888144,416,1,3,0.1800133,0.01884937,0,0
2018-04-01 06:15:24.267,905,-1,6.424662,416,1,3,0.1350099,0.0142463,0,0
2018-04-01 06:18:13.620,905,-1,6.368586,416,1,3,0.03000221,0.003141593,0,0
2018-04-01 06:21:59.035,904,-1,5.043371,416,1,3,0.04500332,0.004712389,0,0
2018-04-01 06:24:48.949,902,-1,5.090291,416,1,3,0.1650122,0.01727876,0,0
2018-04-01 06:26:41.341,903,-1,5.169255,416,1,3,0.1350099,0.01413749,0,0
2018-04-01 06:28:52.940,901,-1,6.888144,416,1,3,0.06000442,0.006283249,0,0
2018-04-01 06:29:12.328,901,-1,7.089558,416,1,3,0.06000442,0.00628145,0,0
2018-04-01 06:33:29.968,901,-1,6.742805,416,1,3,0.1500111,0.01561322,0,0
2018-04-01 06:33:42.286,902,-1,4.649697,416,1,3,0.1650122,0.01727876,0,0
2018-04-01 06:33:53.532,902,-1,7.187976,416,1,3,0.1800133,0.01962998,0,0
2018-04-01 06:36:41.183,900,-1,6.101941,416,1,3,0.09000664,0.009424779,0,0
2018-04-01 06:37:24.135,901,-1,6.350276,416,1,3,0.1050077,0.01099405,0,0
2018-04-01 06:37:42.511,899,-1,7.29555,416,1,3,0.1050077,0.01090819,0,0
2018-04-01 06:39:22.595,901,-1,6.888144,416,1,3,0.09000664,0.009424789,0,0
2018-04-01 06:41:27.495,899,-1,6.80918,416,1,3,0.1200088,0.01256215,0,0
2018-04-01 06:41:51.029,900,-1,6.401773,416,1,3,0.1500111,0.01570111,0,0
2018-04-01 06:45:35.962,900,-1,7.534729,416,1,3,0.06000442,0.006283185,0,0
2018-04-01 06:45:42.091,903,-1,7.825407,416,1,3,0.04500332,0.00476407,0,0
2018-04-01 06:46:08.749,902,-1,7.745299,416,1,3,0.04500332,0.004712389,0,0
2018-04-01 06:47:34.813,902,-1,7.118168,416,1,3,0.06000442,0.006283185,0,0
2018-04-01 06:51:43.360,901,-1,7.908948,416,1,3,0.09000664,0.009424634,0,0
2018-04-01 06:52:24.189,901,-1,6.724494,416,1,3,0.1200088,0.01256637,0,0
2018-04-01 06:55:10.538,901,-1,7.403123,416,1,3,0.1650122,0.01727876,0,0
2018-04-01 06:59:14.809,901,-1,7.109013,416,1,3,0.04500332,0.004711418,0,0
2018-04-01 07:02:18.824,898,-1,4.383052,416,1,3,0.06000442,0.006276992,0,0
2018-04-01 07:06:31.187,898,-1,5.408434,416,1,3,0.09000664,0.009424835,0,0
2018-04-01 07:07:17.253,898,-1,5.385546,416,1,3,0.1800133,0.01884956,0,0
2018-04-01 07:07:30.532,897,-1,5.988645,416,1,3,0.2100155,0.02196462,0,0
2018-04-01 07:07:35.700,896,-1,6.579155,416,1,3,0.1950144,0.02050427,0,0
2018-04-01 07:08:12.473,896,-1,5.323749,416,1,3,0.07500553,0.007888502,0,0
2018-04-01 07:10:31.242,897,-1,5.722,416,1,3,0.03000221,0.003144089,0,0
2018-04-01 07:10:40.495,898,-1,5.361514,416,1,3,0,0.0001883135,0,0
2018-04-01 07:10:53.805,897,-1,4.593622,416,1,3,0,0.0002071479,0,0
2018-04-01 07:11:30.507,897,-1,4.186215,416,1,3,0,4.101556E-022,0,0
2018-04-01 07:15:23.342,897,-1,5.483965,416,1,3,0.04500332,0.004712393,0,0
2018-04-01 07:16:09.368,897,-1,4.851111,416,1,3,0.06000442,0.006259253,0,0
2018-04-01 07:16:36.097,897,-1,5.352359,416,1,3,0.03000221,0.003141593,0,0
2018-04-01 07:19:20.593,896,-1,4.190793,416,1,3,0,3.801725E-012,0,0
2018-04-01 07:19:55.443,897,-1,5.25394,416,1,3,0,0.0003473684,0,0
2018-04-01 07:20:05.608,896,-1,4.504358,416,1,3,0.03000221,0.002957886,0,0
2018-04-01 07:21:33.344,896,-1,3.905837,416,1,3,0.1350099,0.01413717,0,0
2018-04-01 07:23:23.823,895,-1,4.349864,416,1,3,0.1200088,0.01268469,0,0
2018-04-01 07:26:13.497,894,-1,5.211597,416,1,3,0.01500111,0.001570797,0,0
2018-04-01 07:26:59.463,893,-1,5.272251,416,1,3,0.03000221,0.002701684,0,0
2018-04-01 07:27:36.366,893,-1,4.795036,416,1,3,0.03000221,0.003141453,0,0
2018-04-01 07:28:09.183,892,-1,4.598199,416,1,3,0.01500111,0.001940044,0,0
2018-04-01 07:28:19.308,893,-1,4.163327,416,1,3,0.01500111,0.001841684,0,0
2018-04-01 07:29:17.652,893,-1,3.45151,416,1,3,0.03000221,0.003141591,0,0
2018-04-01 07:29:57.609,893,-1,3.750199,416,1,3,0.1650122,0.01724516,0,0
2018-04-01 07:32:03.641,892,-1,2.218992,416,1,3,0.01500111,0.001586488,0,0
2018-04-01 07:32:43.428,892,-1,5.076558,416,1,3,0,4.030844E-016,0,0
2018-04-01 07:42:21.439,892,-1,3.652925,416,1,3,0,0,0,0
2018-04-01 07:44:26.238,891,-1,2.827812,416,1,3,0,0,0,0
2018-04-01 07:48:51.940,891,-1,1.376713,416,1,3,0,0,0,0
2018-04-01 07:51:55.705,889,-1,2.39294,416,1,3,0,1.195122E-024,0,0
2018-04-01 07:52:06.911,889,-1,2.359753,416,1,3,0,0.0002124999,0,0
2018-04-01 07:53:30.641,890,-1,2.265912,416,1,3,0.01500111,0.001581927,0,0
2018-04-01 07:53:44.942,889,-1,4.10153,416,1,3,0,7.548011E-015,0,0
2018-04-01 07:57:06.181,888,-1,3.619737,416,1,3,0.03000221,0.003141593,0,0
2018-04-01 07:58:41.057,888,-1,2.711084,416,1,3,0.04500332,0.004869387,0,0
2018-04-01 07:59:04.431,888,-1,3.797119,416,1,3,0.07500553,0.007853859,0,0
2018-04-01 08:04:02.039,887,-1,3.581972,416,1,3,0.1350099,0.01401096,0,0
2018-04-01 08:04:44.901,887,-1,5.005606,416,1,3,0.07500553,0.007869674,0,0
2018-04-01 08:05:19.821,887,-1,4.714928,416,1,3,0,2.924593E-012,0,0
2018-04-01 08:06:32.475,888,-1,5.141789,416,1,3,0,-1.296964E-021,0,0
2018-04-01 08:09:15.119,886,-1,3.400012,416,1,3,0,1.635315E-042,0,0
2018-04-01 08:11:14.691,886,-1,4.448283,416,1,3,0,0.0001509209,0,0
2018-04-01 08:19:26.528,907,-1,5.820418,416,1,3,0,-1.887565E-038,0,0
