id,start,end,tags,hours,hours_per_tag
164,2024-09-18 11:37:25,2024-09-18 11:59:54,vanhaa valintakoetta pystyyn,0.37472222222222223,0.12490740740740741
164,2024-09-18 11:37:25,2024-09-18 11:59:54,yfs,0.37472222222222223,0.12490740740740741
163,2024-09-18 12:29:56,2024-09-18 14:21:33,dan,1.8602777777777777,0.6200925925925925
163,2024-09-18 12:29:56,2024-09-18 14:21:33,vanhaa valintakoetta pystyyn,1.8602777777777777,0.6200925925925925
163,2024-09-18 12:29:56,2024-09-18 14:21:33,yfs,1.8602777777777777,0.6200925925925925
162,2024-09-19 04:38:54,2024-09-19 05:21:11,communication,0.7047222222222222,0.3523611111111111
162,2024-09-19 04:38:54,2024-09-19 05:21:11,ttv,0.7047222222222222,0.3523611111111111
161,2024-09-19 05:24:49,2024-09-19 05:46:05,dan,0.35444444444444445,0.17722222222222223
161,2024-09-19 05:24:49,2024-09-19 05:46:05,dan: planning,0.35444444444444445,0.17722222222222223
160,2024-09-19 06:24:09,2024-09-19 08:00:50,discrete: teaching en,1.611388888888889,0.8056944444444445
160,2024-09-19 06:24:09,2024-09-19 08:00:50,tic,1.611388888888889,0.8056944444444445
159,2024-09-19 08:47:50,2024-09-19 09:42:50,dan,0.9166666666666666,0.4583333333333333
159,2024-09-19 08:47:50,2024-09-19 09:42:50,dan: planning,0.9166666666666666,0.4583333333333333
158,2024-09-19 09:58:21,2024-09-19 11:03:50,dan,1.091388888888889,0.36379629629629634
158,2024-09-19 09:58:21,2024-09-19 11:03:50,vanhaa valintakoetta pystyyn,1.091388888888889,0.36379629629629634
158,2024-09-19 09:58:21,2024-09-19 11:03:50,yfs,1.091388888888889,0.36379629629629634
157,2024-09-19 11:21:35,2024-09-19 12:14:53,dan,0.8883333333333333,0.2961111111111111
157,2024-09-19 11:21:35,2024-09-19 12:14:53,vanhaa valintakoetta pystyyn,0.8883333333333333,0.2961111111111111
157,2024-09-19 11:21:35,2024-09-19 12:14:53,yfs,0.8883333333333333,0.2961111111111111
156,2024-09-20 04:23:48,2024-09-20 06:01:44,discrete: teaching fi,1.6322222222222222,0.8161111111111111
156,2024-09-20 04:23:48,2024-09-20 06:01:44,ttv,1.6322222222222222,0.8161111111111111
155,2024-09-20 06:01:53,2024-09-20 06:05:33,discrete: videos teams --> onedrive,0.06111111111111111,0.030555555555555555
155,2024-09-20 06:01:53,2024-09-20 06:05:33,ttv,0.06111111111111111,0.030555555555555555
154,2024-09-23 04:38:45,2024-09-23 05:29:33,communication,0.8466666666666667,0.42333333333333334
154,2024-09-23 04:38:45,2024-09-23 05:29:33,ttv,0.8466666666666667,0.42333333333333334
153,2024-09-23 05:29:54,2024-09-23 06:29:56,teknoinfo,1.0005555555555556,0.5002777777777778
153,2024-09-23 05:29:54,2024-09-23 06:29:56,ttv,1.0005555555555556,0.5002777777777778
152,2024-09-23 06:40:08,2024-09-23 07:23:00,communication,0.7144444444444444,0.3572222222222222
152,2024-09-23 06:40:08,2024-09-23 07:23:00,ttv,0.7144444444444444,0.3572222222222222
151,2024-09-23 08:12:23,2024-09-23 08:17:51,discrete: planning,0.09111111111111111,0.03037037037037037
151,2024-09-23 08:12:23,2024-09-23 08:17:51,tic,0.09111111111111111,0.03037037037037037
151,2024-09-23 08:12:23,2024-09-23 08:17:51,ttv,0.09111111111111111,0.03037037037037037
150,2024-09-23 08:41:33,2024-09-23 09:45:42,discrete: planning,1.0691666666666666,0.35638888888888887
150,2024-09-23 08:41:33,2024-09-23 09:45:42,tic,1.0691666666666666,0.35638888888888887
150,2024-09-23 08:41:33,2024-09-23 09:45:42,ttv,1.0691666666666666,0.35638888888888887
149,2024-09-23 09:50:57,2024-09-23 10:47:40,dan,0.9452777777777778,0.4726388888888889
149,2024-09-23 09:50:57,2024-09-23 10:47:40,dan: planning,0.9452777777777778,0.4726388888888889
148,2024-09-23 11:07:47,2024-09-23 12:13:19,discrete: planning,1.0922222222222222,0.36407407407407405
148,2024-09-23 11:07:47,2024-09-23 12:13:19,tic,1.0922222222222222,0.36407407407407405
148,2024-09-23 11:07:47,2024-09-23 12:13:19,ttv,1.0922222222222222,0.36407407407407405
147,2024-09-23 12:22:51,2024-09-23 12:58:11,dan,0.5888888888888889,0.29444444444444445
147,2024-09-23 12:22:51,2024-09-23 12:58:11,dan: planning,0.5888888888888889,0.29444444444444445
146,2024-09-23 13:57:03,2024-09-23 15:06:31,discrete: grading,1.1577777777777778,0.38592592592592595
146,2024-09-23 13:57:03,2024-09-23 15:06:31,tic,1.1577777777777778,0.38592592592592595
146,2024-09-23 13:57:03,2024-09-23 15:06:31,ttv,1.1577777777777778,0.38592592592592595
145,2024-09-23 15:06:42,2024-09-23 15:26:10,tic,0.3244444444444444,0.1622222222222222
145,2024-09-23 15:06:42,2024-09-23 15:26:10,valintakoe tic,0.3244444444444444,0.1622222222222222
144,2024-09-24 05:02:22,2024-09-24 05:36:57,communication,0.5763888888888888,0.2881944444444444
144,2024-09-24 05:02:22,2024-09-24 05:36:57,ttv,0.5763888888888888,0.2881944444444444
143,2024-09-24 05:37:13,2024-09-24 06:04:55,peppi calendar fiddling,0.46166666666666667,0.15388888888888888
143,2024-09-24 05:37:13,2024-09-24 06:04:55,tic,0.46166666666666667,0.15388888888888888
143,2024-09-24 05:37:13,2024-09-24 06:04:55,ttv,0.46166666666666667,0.15388888888888888
142,2024-09-24 06:14:57,2024-09-24 07:56:18,discrete: attendance & peppi fiddling,1.6891666666666667,0.5630555555555555
142,2024-09-24 06:14:57,2024-09-24 07:56:18,tic,1.6891666666666667,0.5630555555555555
142,2024-09-24 06:14:57,2024-09-24 07:56:18,ttv,1.6891666666666667,0.5630555555555555
141,2024-09-24 07:58:01,2024-09-24 08:04:23,tic,0.10611111111111111,0.05305555555555556
141,2024-09-24 07:58:01,2024-09-24 08:04:23,valintakoe tic,0.10611111111111111,0.05305555555555556
140,2024-09-24 09:13:11,2024-09-24 09:53:31,dan,0.6722222222222223,0.33611111111111114
140,2024-09-24 09:13:11,2024-09-24 09:53:31,dan: planning,0.6722222222222223,0.33611111111111114
